年度,問句,問題類別
2024,如何登入館藏查詢系統？,電子資源與系統登入
2024,我要登入,電子資源與系統登入
2024,如何借預約書,借還書與流通服務
2024,開館日期及時間,開館時間與空間指引
2024,9樓Ｚ區,空間與設備
2024,五大館藏,館藏查詢
2024,空間編號,空間與設備
2024,我要查館藏,館藏查詢
2024,如何借用多媒體資源室？,空間與設備
2024,五樓11A放什麼書,館藏查詢
2024,五大館藏,館藏查詢
2024,參考書可以外借嗎？,借還書與流通服務
2024,圖書館提供導覽服務嗎?,圖書館推廣與展演活動
2024,參考諮詢服務對象,行政庶務
2024,淡江大學覺生紀念圖書館參考諮詢服務原則,行政庶務
2024,怎麼尋找多益資源,館藏查詢
2024,如何查找電子資料庫、期刊,電子資源與系統登入
2024,9樓Z區是什麼學科,館藏查詢
2024,5樓A11是什麼類型的書籍,館藏查詢
2024,參考工具書可外借嗎,借還書與流通服務
2024,開館時間,開館時間與空間指引
2024,空間與設備,空間與設備
2024,參考服務台在哪,行政庶務
2024,研究小間,空間與設備
2024,參考服務組,行政庶務
2024,館長以下分設組別,行政庶務
2024,請問圖書館5樓的11A 書架放的是什麼類型的書籍？,館藏查詢
2024,學科圖書資料統計申請,行政庶務
2024,九樓z區是什麼學科的西文圖書,館藏查詢
2024,請問圖書館5樓的11A 書架放的是什麼類型的書籍？,館藏查詢
2024,討論室預約,空間與設備
2024,A區域,空間與設備
2024,多媒體空間,空間與設備
2024,圖書館各樓層有什麼書,館藏查詢
2024,9樓z區,館藏查詢
2024,五大特藏網頁,館藏查詢
2024,借閱冊數,借還書與流通服務
2024,所以工具書可以借嗎,借還書與流通服務
2024,五大館藏,館藏查詢
2024,小書僮,客服機機人
2024,參考工具書可以借回家嗎？,借還書與流通服務
2024,工具書可以借嗎,借還書與流通服務
2024,淡江大學覺生紀念圖書館參考諮詢服務原則,行政庶務
2024,參考書可以外借嗎？,借還書與流通服務
2024,五大館藏是什麼,館藏查詢
2024,開館日期及時間,開館時間與空間指引
2024,圖書館各樓層有什麼書,館藏查詢
2024,五大館藏,館藏查詢
2024,9樓Z區,館藏查詢
2024,參考書可以外借嗎？,借還書與流通服務
2024,參考服務諮詢服務原則,行政庶務
2024,圖書館二樓面對流通櫃檯左手邊是什麼,開館時間與空間指引
2024,多媒體空間編號,空間與設備
2024,覺生紀念圖書館是五大類型圖書館的哪一種,其他
2024,圖書館5樓11A書架,館藏查詢
2024,多媒體空間編號,空間與設備
2024,覺生圖書館屬於五大圖書館的哪一種,其他
2024,空間編號,空間與設備
2024,五大特藏網頁,館藏查詢
2024,覺生紀念圖書館五大館藏特色,館藏查詢
2024,五大館藏,館藏查詢
2024,覺生紀念圖書館屬於五大類型圖書館的哪一種,其他
2024,圖書館提供導覽服務嗎?,圖書館推廣與展演活動
2024,圖書館提供導覽服務嗎?,圖書館推廣與展演活動
2024,參考諮詢服務守則,行政庶務
2024,參考諮詢服務對象有誰,行政庶務
2024,淡江大學覺生紀念圖書館參考資訊服務原則,行政庶務
2024,參考資訊服務,行政庶務
2024,參考資訊服務對象包括何者,行政庶務
2024,參考資訊服務對象有誰,行政庶務
2024,淡江覺生紀念圖書館參考諮詢服務原則,行政庶務
2024,參考諮詢服務對象包括何者,行政庶務
2024,五大館藏是什麼,館藏查詢
2024,五大館藏,館藏查詢
2024,參考書可以外借嗎？,借還書與流通服務
2024,參考書可以外借嗎？,借還書與流通服務
2024,館長以下分設的組別有哪些,行政庶務
2024,志工人員相關資訊,行政庶務
2024,參考諮詢服務對象為何者,行政庶務
2024,館長以下分設的組別有哪些,行政庶務
2024,館長分設的組別也哪些,行政庶務
2024,小書僮,客服機機人
2024,小書僮,客服機機人
2024,校外人士進館,校外人士與校友服務
2024,圖書館哪裡有廁所,空間與設備
2024,學習共享區,空間與設備
2024,找電影,幫忙找資料
2024,辦理借書證,校外人士與校友服務
2024,學位論文提交,學位論文與比對系統
2024,Turnitin檔案下載文稿後，沒有出現比對結果,學位論文與比對系統
2024,Turnitin檔案上傳完成後，沒有出現比對結果,學位論文與比對系統
2024,turnitin檔案傳不上去,學位論文與比對系統
2024,turnitin,學位論文與比對系統
2024,turnitin使用手冊,學位論文與比對系統
2024,Turnitin忘記密碼,學位論文與比對系統
2024,多媒體教室預約,空間與設備
2024,turnitin檔案傳不上去,學位論文與比對系統
2024,turnitin上傳檔案,學位論文與比對系統
2024,借還書規則,借還書與流通服務
2024,如未取會怎麼樣,借還書與流通服務
2024,預約書的規則,借還書與流通服務
2024,TEJ下載方式,電子資源與系統登入
2024,TEJ,電子資源與系統登入
2024,如何從覺生圖書館到華藝線上圖書館,電子資源與系統登入
2024,如何從覺生圖書館到華藝線上圖書館,電子資源與系統登入
2024,校友進入圖書館,校外人士與校友服務
2024,找論文,幫忙找資料
2024,學習與研究,其他
2024,校友可以使用電子資源嗎?,校外人士與校友服務
2024,學位論文提交,學位論文與比對系統
2024,明天圖書館有開嗎？,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,續借期限,借還書與流通服務
2024,借書續借,借還書與流通服務
2024,寒假、暑假借書期限,借還書與流通服務
2024,暑假期間借書期限,借還書與流通服務
2024,碩士班借書期限,借還書與流通服務
2024,一次最多可以借幾本,借還書與流通服務
2024,"掌聲與建議, 是什麼",其他
2024,關閉頁面,其他
2024,結束,其他
2024,續借討論室,空間與設備
2024,請問單人看電影可以續借嗎,空間與設備
2024,個人使用多媒體資源室,空間與設備
2024,如何續借,借還書與流通服務
2024,如何借用多媒體資源室？,空間與設備
2024,討論室使用結束要幹嘛嗎,空間與設備
2024,開館時間、入館,開館時間與空間指引
2024,空間與設備,空間與設備
2024,個人閱覽座需要特別申請嗎？還是只要有空位都可以使用呢？,空間與設備
2024,學習與研究,其他
2024,個人閱覽座位需要借用嗎,空間與設備
2024,閱覽區,空間與設備
2024,小書僮,客服機機人
2024,閱覽室,空間與設備
2024,哪裡有個人閱讀區,空間與設備
2024,如何借用多媒體資源室？,空間與設備
2024,個人閱覽區,空間與設備
2024,視聽室,空間與設備
2024,個人閱覽座需要特別申請嗎？還是只要有空位都可以使用呢？,空間與設備
2024,請問有個人小間嗎,空間與設備
2024,個人閱覽座位需要借用嗎,空間與設備
2024,個人視聽座位可以使用多久?,空間與設備
2024,開館日期及時間,開館時間與空間指引
2024,如何找書,館藏查詢
2024,研究小間內部長怎樣,空間與設備
2024,開館日期及時間,開館時間與空間指引
2024,學生證不見去哪找,行政庶務
2024,學生證不見,行政庶務
2024,中秋節開到幾點,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,圖書館簡介,行政庶務
2024,逾時多久需罰,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,turnitin密碼設定規則,學位論文與比對系統
2024,校友借書,校外人士與校友服務
2024,借還書規則,借還書與流通服務
2024,校外人士進館,校外人士與校友服務
2024,Turnitin忘記密碼,學位論文與比對系統
2024,甚麼是turnitin,學位論文與比對系統
2024,如何申請turnitin帳號,學位論文與比對系統
2024,超過24小時未開通turnitin怎麼辦,學位論文與比對系統
2024,中秋節有開館嗎,學位論文與比對系統
2024,借還書規則,借還書與流通服務
2024,如何借閱電影,借還書與流通服務
2024,論文查詢？,館藏查詢
2024,查個人借書記錄,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,辦理借書證,校外人士與校友服務
2024,要怎麼借書,借還書與流通服務
2024,學位論文比對,學位論文與比對系統
2024,借還書規則,借還書與流通服務
2024,怎麼還書,借還書與流通服務
2024,自助借書機,空間與設備
2024,自助借書機位置,空間與設備
2024,正式的學生證能直接當借書證嗎,借還書與流通服務
2024,哪裡借書,借還書與流通服務
2024,超過24小時未啟用怎麼辦,電子資源與系統登入
2024,超過24小時怎麼辦,電子資源與系統登入
2024,如何借書,借還書與流通服務
2024,turnitin填了申請表沒收到信怎麼辦？,學位論文與比對系統
2024,turnitin填了申請表沒收到信怎麼辦,學位論文與比對系統
2024,turnitin填了申請表沒收到信,學位論文與比對系統
2024,如何使用turnitin,學位論文與比對系統
2024,如何使用turnitin,學位論文與比對系統
2024,甚麼是turnitin,學位論文與比對系統
2024,學校的論文比對系統是甚麼,學位論文與比對系統
2024,研究小間申請,空間與設備
2024,校友,校外人士與校友服務
2024,校外如何連用電子資源,電子資源與系統登入
2024,校外如何連用電子資源,電子資源與系統登入
2024,開館日期及時間,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,借閱冊數,借還書與流通服務
2024,如何有比較長的借書時間,借還書與流通服務
2024,有學位學程資格可以借比較久嗎？,借還書與流通服務
2024,課程指定用書可以借多久？,借還書與流通服務
2024,你好，請問為什麼書籍預約的取書地點沒有總館的選項？,借還書與流通服務
2024,還書,借還書與流通服務
2024,還書要去櫃檯嗎,借還書與流通服務
2024,無法開啟資料庫的全文(full text),電子資源與系統登入
2024,我想查館藏,館藏查詢
2024,開館日期及時間,開館時間與空間指引
2024,討論室預約,空間與設備
2024,借還書規則,借還書與流通服務
2024,館際借書與複印,借還書與流通服務
2024,個人閱覽座位需要借用嗎,空間與設備
2024,電子書,電子資源與系統登入
2024,學位論文比對,學位論文與比對系統
2024,學位論文比對,學位論文與比對系統
2024,圖書館利用講習,圖書館推廣與展演活動
2024,借還書規則,借還書與流通服務
2024,新生尚未有學生證，是否可以借書,借還書與流通服務
2024,如何進館,開館時間與空間指引
2024,新生沒有學生證如何入館,開館時間與空間指引
